Lv,序号,标记,ジャンル名(タイプ),曲名,bpm,Time,Notes,難易度
33,pe,[[版]],Bad Apple!! feat. nomico(H),Bad Apple!! feat. nomico,138,1:53,735,強(+0.5)
33,pe,[[版]],SO DANCE!(H),SO DANCE!,128,,484,弱(-0.5)
33,解,,インボルク(UPPER)(N),生命の焔纏いて,184,2:00,625,強(+0.5)
33,解,[[版]],空狐の消えた日(H),空狐の消えた日,125,,497,中(0.0)
33,解,,彼岸花(N),彼岸花,189,,715,中(0.0)
33,解,,IDM(UPPER)(N),ZETA～素数の世界と超越者～,90～180,2:05,598,弱(-0.5)
33,解,,virkatoの主題によるperson09風超絶技巧変奏曲(N),[virkatoの主題によるperson09風超絶技巧変奏曲],95～180,,692,中(0.0)
33,UL,,革命パッショネイト(UPPER)(N),革命パッショネイト,194,1:59,674,中(0.0)
33,UL,,[[版]],神っぽいな(H),神っぽいな,142,,527
33,UL,,スイーツプログレッシヴ(UPPER)(N),ちくわパフェだよ☆CKP,205,1:56,674,強(+0.5)
33,UL,,[[版]],ドーナツホール(UPPER)(H),ドーナツホール,252,,759
33,UL,[[版]],ミックスナッツ(H),ミックスナッツ,150,,489,弱(-0.5)
33,UL,,[[版]],レイドバックジャーニー(H),レイドバックジャーニー,122,,460
33,UL,,Mecha Kawa Breaker!!(N),Mecha Kawa Breaker!!,214,,741,強(+0.5)
33,JF,[[版]],あおばの足音(H),あおばの足音,98,,632,強(+0.5)
33,JF,,嵐の唄(N),嵐の唄,174,,597,中(0.0)
33,JF,[[版]],一触即発☆禅ガール(UPPER)(N),一触即発☆禅ガール,190,1:29,528,中(0.0)
33,JF,,ホットドッグドカぐいレース!!!!(N),ホットドッグドカぐいレース!!!!,35～210,,688,詐称(+1.0)
33,JF,[[版]],ラグトレイン(H),ラグトレイン,147,1:54,651,強(+0.5)
33,JF,,No Border(N),No Border,150,2:08,609,強(+0.5)
33,JF,,pandora-追憶の彼方へ-(H),pandora-追憶の彼方へ-,170,,666,強(+0.5)
33,JF,,Yum Yum OYACHU(N),Yum Yum OYACHU,192,1:58,675,中(0.0)
33,HC,,[[版]],インフェルノ(H),インフェルノ,185,,605
33,HC,,[[版]],うっせぇわ(H),うっせぇわ,178,,642
33,HC,,[[版]],怪獣の花唄(H),怪獣の花唄,150,,599
33,HC,,[[版]],かわいいだけじゃだめですか？(H),かわいいだけじゃだめですか？,172,,591
33,HC,,[[版]],可愛くてごめん(H),可愛くてごめん,160,,584
33,HC,,,ゴシックナイトメア2(N),JADAMGA,185～249,,548
33,HC,,[[版]],少女レイ(H),少女レイ,150,,450
33,HC,,,トゥインクルデュオ(UPPER)(H),TWINKLING,152,2:00,738
33,HC,,,ハードサイスピードコア(N),RUINA,160,,593
33,HC,,[[版]],フォニイ(H),フォニイ,170,,620
33,HC,,,フリージングコア(N),Zt!ri△,260,,585
33,HC,,[[版]],名探偵コナン(H),「名探偵コナン」メイン・テーマ,134,1:24,367
33,HC,,,モノノケプログレッシヴ(N),魍魎乱舞,132,,583
33,CS1,,アフリカ(H),Con te sabi 2119,135,1:53,414,弱(-0.5)
33,CS4,,モーター5(EX),くちうるさいママ,106,1:51,533,中(0.0)
33,CS5,,ニュース(H),Landmark,130,,510,弱(-0.5)
33,CS6,,スウィング(H),今夜、森をぬけて,180～190,1:44,485,中(0.0)
33,CS6,,トロピカル(H),beAchest beAch,130,1:34,461,強(+0.5)
33,CS9,,エモーショナル(H),Loveholic,150,1:56,548,弱(-0.5)
33,CS9,,クラシック9(N),Hell? or Heaven?,25～680,2:04,378,個人差(-1.5)
33,CS9,,ティアーズ(EX),Angel Fish,88～104,1:31,447,弱(-0.5)
33,CS9,,トゥイート(H),うぐいす,160,1:51,548,弱(-0.5)
33,CS10,,シンパシー3(H),memories...,132,1:27,485,強(+0.5)
33,CS11,,ビートロック3(H),Days,153,1:41,580,中(0.0)
33,CS11,,フレンチメルヘン(H),トルバドゥールの回想,158～205,1:39,522,中(0.0)
33,CS12,,萌えポップ(EX),オヤシロのムスメ,189,1:58,622,中(0.0)
33,CS14,,イノセント3(H),流転と回天,138,1:42,551,中(0.0)
33,CS14,,ウィッシュ(H),アミュレット,166,1:36,519,弱(-0.5)
33,CS14,,コスモポップ(H),魔法のたまご,158,1:53,576,中(0.0)
33,ee,,ガールズロック(H),BRE∀K DOWN!,190,1:43,598,中(0.0)
33,ee,,ゴアトランス(N),IMPLANTATION,145,1:32,491,強(+0.5)
33,ee,,サイバーロック(H),DIAMOND JEALOUSY,190,1:27,546,弱(-0.5)
33,ee,,ビートパンク(H),Moonlight Prayer,159,1:36,582,強(+0.5)
33,ee,,ヒップホップ(EX),ラスネール,110,1:38,485,中(0.0)
33,ee,,ブラスロック(H),三毛猫ロック,246～250,1:38,520,弱(-0.5)
33,ee2,,クロスオーバー(H),Waza,130,1:30,495,強(+0.5)
33,ee2,,ディスコアゴーゴー(H),Dance the Night Away,125,1:38,423,弱(-0.5)
34,4,,カートゥーン(H),TOON MANIAC,160,1:30,588,強(+0.5)
34,4,,ディスコガールズ(H),HONEまで♥トゥナイト,130,1:36,507,強(+0.5)
34,5,,ネオGS(H),Shock of Love,150,1:39,408,強(+0.5)
34,5,,ミュージカル(H),"ミュージカル""５丁目物語""よりオーヴァチュア",74～186,1:34,455,弱(-0.5)
34,5,,モンドポップ(H),BICYCLE,152,1:47,606,中(0.0)
34,5,,USダンスポップ(EX),WITHOUT YOU AROUND,130,1:32,613,詐称(+1.0)
34,7,,グラムロック(H),スペース　キッス,100,2:07,697,弱(-0.5)
34,7,,スウェディッシュ(H),カモミール・バスルーム,168,1:55,708,強(+0.5)
34,7,,ソフトロックLONG(H),Homesick Pt.2&3,178,2:26,735,強(+0.5)
34,7,,,ダークネス(H),電気人形,109,1:38,556
34,7,,バリトランス(H),Denpasar,135,1:41,560,弱(-0.5)
34,7,,J-ガラージポップREMIX(H),Miracle Moon -L.E.D. LIGHT STYLE MIX-,138,1:44,575,中(0.0)
34,8,,ジグ(EX),Tir na n'Og,110,1:50,576,中(0.0)
34,8,,昭和ワルツ(H),HONEY-BEE,210,1:44,608,強(+0.5)
34,8,,スウェディッシュ2(H),Tangerine,170,2:00,734,中(0.0)
34,8,,ハードカントリー(H),JET WORLD,138,1:29,554,強(+0.5)
34,8,,ハウシーポップ(EX),会社はワタシで廻ってる！？,128,1:50,565,中(0.0)
34,8,,ピアノロック(H),マリンドライブ,150,1:58,673,強(+0.5)
34,8,,ラグタイム(H),RADICAL RAGTIME TOUR,190,1:58,559,強(+0.5)
34,9,,カウガールソング(H),コヨーテの行方,124,2:03,740,中(0.0)
34,9,,大河ドラマ(EX),雪の華,72～118,1:51,471,中(0.0)
34,9,,ヒップロック2(N),男々道,156～240,2:00,714,個人差(-1.5)
34,9,,ロックフュージョン(H),Tower of the Sun,186,2:00,639,強(+0.5)
34,10,,オルタナティブ(H),Missing Cat,135,2:04,668,中(0.0)
34,10,,コアグルーヴ(H),THE PLACE TO BE,222,1:58,710,中(0.0)
34,10,,サイバーアラビアン(H),Arrabbiata,225,1:35,676,強(+0.5)
34,11,,大河REMIX(H),ANAHONIKUY -雪の華PuzzLeMix-,45～145,1:56,532,強(+0.5)
34,12,,アジアンコンチェルト(H),鳳凰,74,1:56,532,強(+0.5)
34,12,,ショータイム(H),Ska Ska No.4,60～180,1:47,723,中(0.0)
34,12,,ハロウィン(H),Trick or Treat !,74～170,1:46,541,中(0.0)
34,12,,ヒップロック3(N),雪上断火,105～180,2:08,783,強(+0.5)
34,13,,スマイルスマッシュ(H),MILK・CROWN,160,1:48,768,強(+0.5)
34,13,,バラッド。(H),アジサイの花,80～110,2:08,672,中(0.0)
34,14,,スペースワルツ(H),flutter,101～236,1:38,498,強(+0.5)
34,14,,ヘヴン(H),ヴォイス,89～104,2:06,740,弱(-0.5)
34,14,,保健ラップ(H),DOLLAR DOLLAR,146～153,1:58,603,中(0.0)
34,14,,ゆるポップ(H),あつまれ！ビーくんソング,48～157,1:53,657,中(0.0)
34,14,,ロンリーフィール(H),fragments,123,1:59,766,中(0.0)
34,15,,オラトリオ(H),Apocalypse 〜memento mori〜,170,2:08,682,弱(-0.5)
34,15,,クリオネテクノ(H),CLIO,138,1:47,487,弱(-0.5)
34,15,,青春ロック(H),儚きは我が決意,182,2:01,737,弱(-0.5)
34,15,,夏休み(H),なつやすみのぼうけん,90～152,2:13,717,弱(-0.5)
34,16,,クッキーファンタジー(H),Hearty Party,120～160,1:51,707,中(0.0)
34,16,[[版]],創聖のアクエリオン(EX),創聖のアクエリオン,66～151,1:39,654,中(0.0)
34,16,,タワシーポップ(H),愛車はタワシで洗ってる!?,128,2:05,715,強(+0.5)
34,16,,チップポップ(H),EFFECT,138,2:00,672,弱(-0.5)
34,16,,J-テクノトランスREMIX(H),Quick Master -Naked Trance Mix-,145,1:59,686,中(0.0)
34,17,,エレビッツJポップ(H),Infinity Of Our Love,114,2:06,739,強(+0.5)
34,17,[[版]],キセキ(EX),キセキ,94,2:00,718,中(0.0)
34,17,,スターヒーロー(H),ボクモ、ワタシモ、ムービースター☆,150,1:58,768,中(0.0)
34,17,,テクノちゃいるど(H),わたしのパパはのうむだいじん,130,2:07,729,弱(-0.5)
34,17,,バトルシンフォニー(H),最期の決断,175,2:06,642,逆詐称(-1.0)
34,19,,アメポップ(H),"Last of ""I Love You""",180,1:56,824,強(+0.5)
34,19,,イークリニック(H),Be☆Happy!,168,1:52,730,弱(-0.5)
34,19,,カラオケREMIX(H),愛言葉～アイコトバ～CYBER VIP ECHO MIX～,116～196,1:51,583,強(+0.5)
34,19,,テクノポップ(H),I'm Screaming LOVE,147,1:54,749,強(+0.5)
34,19,,トワイライトチャイム(H),BabeL ～roof garden～,52～65,2:02,487,弱(-0.5)
34,19,,ピザ(H),ピッツァ・イタリアーノ,152,2:04,682,中(0.0)
34,19,,ミクスチャンポン(H),GIRIGILI門前雀羅,148,1:37,682,強(+0.5)
34,19,,胸キュン☆マレット(H),キセキはじまり☆,168,1:44,732,弱(-0.5)
34,20,,コンビニサーガ(H),24時間のヒーロー,178,2:00,812,弱(-0.5)
34,20,,テクノガールREMIX(H),魔法的新定義 electro mix,135,1:50,601,強(+0.5)
34,20,,デモンズメタル(H),魔界！痛快！ヘルダンス,135～167,1:56,672,強(+0.5)
34,20,,トゥインクルポップ(H),Twinkle Wonderland,188,1:42,519,弱(-0.5)
34,20,,フェージングポップ(H),Intersection,133,1:59,681,弱(-0.5)
34,20,,ブラックフュージョン(H),JiGSaW!,115,1:48,601,強(+0.5)
34,20,,ポッピングワンダー(H),ふしぎ飛行,165,1:50,595,中(0.0)
34,SP,,キーボーズポップ(H),PEACEFUL PLANET PARTY,140,1:56,610,中(0.0)
34,SP,,グラティテュード(EX),とってもとっても、ありがとう。,92,,685,強(+0.5)
34,SP,,くりむ童話2(H),去る金合戦,164,,598,弱(-0.5)
34,SP,,サイバーシンフォニックポップ(H),メイメツ、フラグメンツ,157,1:41,604,中(0.0)
34,SP,,スイーツポップ(H),恋とキングコング,158,1:54,688,弱(-0.5)
34,SP,,スウィングラテ(H),coffee break,186,1:52,577,弱(-0.5)
34,SP,,スピットロック(H),Throat,150,2:00,689,中(0.0)
34,SP,,ディーヴァポップ(H),LUV×REVO,181,1:43,748,強(+0.5)
34,SP,,ドラムンベース(H),Far east nightbird,180,1:58,671,中(0.0)
34,SP,,ブレイクアウトロック(H),雨ノチHello,189,1:34,571,中(0.0)
34,SP,,モフポップ ポプコネ(H),アルパカ☆Boooing,187,1:41,743,強(+0.5)
34,SP,,リグレッツフィーリング(H),スマイル・リプレイ,175,1:58,784,強(+0.5)
34,LT,,イデア(N),L-an!ma,104〜209,2:13,700,強(+0.5)
34,LT,,エレガントワルツ(H),麗しきエトワールアンジュ,200,,618,中(0.0)
34,LT,,キューティーテクノポップ2(H),Kaleidoscopic,168,1:47,705,強(+0.5)
34,LT,,クリスタルポップ(H),illumina,187,,643,強(+0.5)
34,LT,,ゴシックナイトメア(N),ZADAMGA,180,2:00,616,中(0.0)
34,LT,,ハードコア授業(N),徹頭徹尾Thrive at Perfect Fourth,178,1:48,558,個人差(-1.5)
34,LT,,ハイテンションギャルラップ(H),都会征服Girls☆,70～140,1:50,625,逆詐称(-1.0)
34,LT,,ミラージュ(H),FRAGMENTS ～ふたつの記憶～,152,,584,弱(-0.5)
34,LT,,レジスタンステック(H),戦場のアップデート,147,1:56,691,中(0.0)
34,LT,[[版]],ロストワンの号哭(H),ロストワンの号哭,162,1:55,709,弱(-0.5)
34,écl,,エンドレスサマー(H),"Good bye, Summer～さよならは言わない～",165,,707,中(0.0)
34,écl,,カオステイスト(N),ジオメトリック∮ティーパーティー,132～188,,697,中(0.0)
34,écl,,ダブステ演歌(H),ダブステ列島恋物語,74～148,1:53,515,中(0.0)
34,écl,[[版]],はなまるぴっぴはよいこだけ(H),はなまるぴっぴはよいこだけ,172,,552,強(+0.5)
34,écl,,ブランニューキャンバス(H),僕の気持ちを描く,170,,597,中(0.0)
34,écl,,都ほっぷ(H),はんなり京小町,108,,610,弱(-0.5)
34,écl,,メガネユーロ(H),ME-GA-NE-HA-ZU-SE,148,2:00,749,中(0.0)
34,écl,[[版]],ラブラドライト(H),ラブラドライト,190,1:55,660,弱(-0.5)
34,écl,,リズミンポップ(H),Rhythm in Pocket,126～143,1:42,648,強(+0.5)
34,うさ,,願いのカケラ(H),願いのカケラ,138,1:53,610,弱(-0.5)
34,うさ,,モヘア(H),モヘア,140,,573,弱(-0.5)
34,うさ,,夢を絆ぐ亜麻色(H),夢を絆ぐ亜麻色,164,2:00,599,中(0.0)
34,うさ,,Doo-Wah×Chu!Chu!(H),Doo-Wah×Chu!Chu!,185,1:59,801,中(0.0)
34,うさ,,НУМЛ(N),НУМЛ,158〜200,2:31,732,中(0.0)
34,うさ,[[版]],Secret Answer(H),Secret Answer,140,1:54,624,弱(-0.5)
34,pe,,アンセムコア(UPPER)(N),perditus†paradisus,172,2:05,726,危険(+1.5)
34,pe,[[版]],おねがいダーリン(H),おねがいダーリン,180,2:00,797,中(0.0)
34,pe,[[版]],千本桜(H),千本桜,154,2:01,667,中(0.0)
34,pe,[[版]],ロキ(H),ロキ,150,1:44,611,中(0.0)
34,pe,,25 o’clock the WORLD(N),25 o’clock the WORLD,52～210,2:01,622,強(+0.5)
34,pe,,Popperz Chronicle(N),Popperz Chronicle,62〜210,2:14,596,中(0.0)
34,pe,,ROOM(H),ROOM,145,,528,弱(-0.5)
34,解,[[版]],Into My Hell～魔界へようこそ♡～(H),Into My Hell～魔界へようこそ♡～,190,,533,中(0.0)
34,解,,Un Happy Heart(H),Un Happy Heart,79,2:25,573,逆詐称(-1.0)
34,UL,,,天泣(N),天泣,150,2:05,682
34,UL,,,マダーロック(UPPER)(N),Treasure Hoard,120,1:54,616
34,UL,,ラボテクノ(UPPER)(N),左脳スパーク,192,1:​45,670,中(0.0)
34,UL,,理系ポップ(UPPER)(N),恋はどう？モロ◎波動OK☆方程式！！,128,1:54,574,中(0.0)
34,UL,,[[版]],Awakening Wings(H),Awakening Wings,190,,631
34,UL,,F/S(N),F/S,200,,754,強(+0.5)
34,UL,,,ma plume(UPPER)(N),ma plume,165,2:06,786
34,UL,,,Megalara Garuda(N),Megalara Garuda,180,2:00,702
34,JF,[[版]],いーあるふぁんくらぶ(UPPER)(H),いーあるふぁんくらぶ,145,1:46,589,弱(-0.5)
34,JF,[[版]],エトランジェ(H),エトランジェ,92,,635,弱(-0.5)
34,JF,[[版]],おくすり飲んで寝よう(H),おくすり飲んで寝よう,130,2:00,608,強(+0.5)
34,JF,[[版]],覚悟せよ！エンタンメ～ン ～より身の切り売り自暴自棄版～(H),[覚悟せよ！エンタンメ～ン ～より身の切り売り自暴自棄版～],141～176,,760,強(+0.5)
34,JF,,黒紅掬い(H),黒紅掬い,104,2:00,594,弱(-0.5)
34,JF,,[[版]],曇天(UPPER)(N),曇天,189,1:30,499
34,JF,,フォーエバーフレンズ(UPPER)(H),走れメロンパン,170,,691,中(0.0)
34,JF,[[版]],らいふいずびゅーてぃふぉー(H),らいふいずびゅーてぃふぉー,165,2:25,844,個人差(-1.5)
34,JF,,竜を狩る者(N),竜を狩る者,194,,624,強(+0.5)
34,JF,,ANEMONE(H),ANEMONE,174,1:57,697,中(0.0)
34,JF,,AVEL(N),AVEL,158,1:57,610,中(0.0)
34,JF,[[版]],Shooting Star(H),Shooting Star,170,,680,弱(-0.5)
34,JF,,THX 4(N),THX 4,150,,732,詐称(+1.0)
34,HC,,,カウボーイ2(N),Red Mountain,144,,515
34,HC,,[[版]],太陽系デスコ(H),太陽系デスコ,150,,777
34,HC,,[[版]],テトリス(H),テトリス,170,2:20,752
34,HC,,,ニューギャルディスコ(H),謎解き☆クイーン！,128,,687
34,HC,,,プロジェクトジルコン(H),Signs and Wonders,98,,532
34,HC,,,ラブリーモータウン2(H),キミのそばに,220,,655
34,HC,,[[版]],BRIGHTEST STARS!!(H),BRIGHTEST STARS!!,144,,654
34,HC,,,FMジャジーテック(N),BitRacer,132～158,,524
34,CS4,,ラテンロック(H),ヤバイオンナ,125,1:41,557,弱(-0.5)
34,CS5,,スカイ(H),それから,127,1:51,518,中(0.0)
34,CS7,,スムース(H),Attitude,112,1:34,421,強(+0.5)
34,CS7,,メランコリー(EX),Twilight Gloom,139,1:45,608,弱(-0.5)
34,CS9,,タッキュウブギ(H),タッキュウブギ,105～220,1:55,588,強(+0.5)
34,CS10,,クリスマスプレゼント(EX),Pop'n Xmas 2004 ～天使ノウタゴエ～,76～100,,596,中(0.0)
34,CS12,,昭和怪奇譚(H),鹿鳴館の怪人,180～190,1:51,649,弱(-0.5)
34,CS12,,ビジュアル艶歌(H),月影華(TSUKI-KAGE-BANA),152,2:00,660,中(0.0)
34,CS13,,にゃんこジャズ(H),にゃんだふる55 marble version,245,2:02,609,中(0.0)
34,CS14,,ホンキートンク(H),遠く,141,1:52,649,中(0.0)
34,[[うたっち]],,スターヒロイン(EX),星空に誓うロマンス,124,1:48,741,弱(-0.5)
34,ee,,カレッジポップ(H),ペパーミントは私の敵,162～170,1:46,671,強(+0.5)
34,ee,,サイケデリック(H),perfect sunrise,124,1:46,519,弱(-0.5)
34,ee,,スウィングワルツ(H),CHOCOLATE PHILOSOPHY,220,1:50,679,中(0.0)
34,ee,,K-クラシック(H),AKUMAJO DRACULA MEDLEY,102～142,1:27,467,中(0.0)
34,ee2,,スウィートポップ(H),Sweet Illusion,98～114,1:32,564,弱(-0.5)
35,2,,マサラ(H),すてきなタブーラ,129,1:52,605,中(0.0)
35,3,,カントン(H),和你一起走,136,1:32,457,詐称(+1.0)
35,7,,スペシャルエンディング2(N),Ending theme of pop'n music6,172,1:39,626,中(0.0)
35,7,,ハードロック(H),SA-DA-ME,128,1:41,543,中(0.0)
35,8,,サイケ(H),L.A.N.,160,1:59,735,強(+0.5)
35,8,,ニンジャ卍ヒーロー(H),ニンジャヒーロー⚡シノビアン,85～680,1:45,651,強(+0.5)
35,8,,ラテンピアノ(H),Feux d'artifica,185,1:30,565,中(0.0)
35,9,,キャロル(EX),Filament Circus,98,1:35,553,弱(-0.5)
35,9,,ハイパーJポップ2(H),North Wind,145,1:59,673,中(0.0)
35,10,,ギャング(H),きえた!?ナポレオン,212,1:42,642,強(+0.5)
35,10,,サーフィー(H),Sea Side City,160,1:34,687,強(+0.5)
35,10,,ヒーリングフュージョン(H),Atlantic Spotted Dolphin,192,1:56,632,強(+0.5)
35,10,,ポップン体操(H),ヒデオ体操第一,17～200,2:02,573,強(+0.5)
35,10,,ロマネスク(H),ラブ・アコーディオン,186,1:37,556,強(+0.5)
35,11,,テクノボー(H),夜間行殺法,120,1:54,675,中(0.0)
35,11,,80'ヴェルク(EX),AUSLANDSGESPRÄCH,130,1:52,639,弱(-0.5)
35,12,,ヴィヴァーチェ(H),Citta'del sole,140,1:46,628,強(+0.5)
35,12,,ヒーリングデュオ(EX),home.,110,1:44,629,中(0.0)
35,12,,ビーチ(H),Into The Light,130,1:55,585,強(+0.5)
35,12,,ブルースロック(H),Just You Wait!,130,2:00,704,中(0.0)
35,13,,クイズマジックアカデミー(H),マジックアカデミー組曲,75～170,2:02,690,中(0.0)
35,13,,チップトロニカ(H),Opportunity,137,1:58,657,中(0.0)
35,13,,FMポップ(H),Save you,160,2:00,810,強(+0.5)
35,14,[[版]],愛と誠(H),愛と誠,140,1:53,609,中(0.0)
35,14,,ガールズパンクスタイル(H),旅立ちの唄,190,1:57,715,強(+0.5)
35,14,,ブロークンバンビート(H),BIG-BANG STARS,125,1:52,603,弱(-0.5)
35,15,,グラウンドテクノ(H),QUICK RESULT,135,1:44,558,弱(-0.5)
35,15,,ケルティックウインド(H),Caring Dance,101,2:07,785,強(+0.5)
35,15,,ダークネス3(H),Quiet,142,1:53,662,弱(-0.5)
35,15,,フューチャーフュージョン(H),∞space,160,1:37,603,中(0.0)
35,16,,ガールズオルタナティブ(H),証,175,1:50,785,強(+0.5)
35,16,,ジグREMIX(H),Tir na n'Og(Europa GT Remix),220,1:51,712,強(+0.5)
35,16,,スパニッシュバラッド(H),Dance to Blue,82,2:03,723,中(0.0)
35,16,,ラヴリーパラダイスチューン(H),LOVE☆BA☆ZOOKA！,180,1:44,783,強(+0.5)
35,17,,カプセルプリンセス(H),ふしぎなくすり,162,2:00,798,中(0.0)
35,17,,ジャパニーズオルタレーション(H),花吹雪 ～IIDX LIMITED～,150,1:35,573,中(0.0)
35,17,,ハッピーJヴォーグREMIX(H),Spring Comes Around (In Like a Lion),159,2:00,802,中(0.0)
35,17,,ランドバラッド(EX),GEO SONG,176,1:54,782,中(0.0)
35,18,,悪魔城ドラキュラSLOT(H),trezire de spirit,134,1:49,605,弱(-0.5)
35,18,[[版]],曇天(H),曇天,189,1:30,617,強(+0.5)
35,19,,アンティーク(H),時守唄,120,1:56,718,強(+0.5)
35,19,,キャンディレイヴ(H),smooooch・∀・,177,1:55,827,強(+0.5)
35,20,,アーバンロック(EX),life goes on,110,1:46,768,強(+0.5)
35,20,,ウルトラ90's(H),ノー！ノー！Way,124,1:40,565,弱(-0.5)
35,20,,ダンスホールレゲエ(H),BOOM BOOM PIRATES,150,1:50,661,中(0.0)
35,20,,ちびっこアイドルREMIX(H),オトメルンバ♪ L.E.D.-G STYLE MIX,200,2:07,581,逆詐称(-1.0)
35,20,,ハッピーラブゲイザー(H),恋愛観測,188,1:57,741,弱(-0.5)
35,20,,バブルガムダンス(H),Mermaid girl,140,2:01,839,強(+0.5)
35,SP,,哀愁スカ(H),流,176,1:46,681,強(+0.5)
35,SP,,アンビション ポプコネ(H),existence(エレクトロポップン！MIX),150,1:58,722,弱(-0.5)
35,SP,,ウィザウチュナイ-クアトロ-(H),Wow Wow VENUS,157,,746,逆詐称(-1.0)
35,SP,,キャンディレイヴ(H),Wuv U,173,1:34,610,弱(-0.5)
35,SP,,恋活ミュージカル(H),不思議の国のキングダム彼氏,140,2:05,677,弱(-0.5)
35,SP,,シーソーファンタジー(H),She saw a miracle,180,1:45,646,中(0.0)
35,SP,,スノーウィーコア(H),snow prism,196,1:50,707,中(0.0)
35,SP,,デジタルロック(H),X-Plan,250,1:52,717,弱(-0.5)
35,SP,,テックトランス(H),yellow head joe,187,1:37,675,中(0.0)
35,SP,,ドラムンコアダスト(H),Mynarco,181,1:46,747,中(0.0)
35,SP,,ニューファンクロック(H),KARISOME,130,2:00,667,中(0.0)
35,SP,,ハードルネッサンス(N),Elemental Creation,212,2:09,742,強(+0.5)
35,SP,,ハイブリープ(H),恋する☆宇宙戦争っ!!,200,2:06,826,中(0.0)
35,SP,,ハッピーブラスポップ(EX),いたずらな天使と☆Christmas Eve,182,1:37,657,中(0.0)
35,SP,,パティスリーポップ(H),スイーツ・ドリーム,194,1:55,799,中(0.0)
35,SP,,プリズムユーロ(H),7 Colors,156,1:36,623,中(0.0)
35,SP,,ませまてぃっく♥ま＋ま＝まじっく！(H),ませまてぃっく♥ま＋ま＝まじっく！,192,1:51,856,弱(-0.5)
35,SP,,draw!!!!(H),draw!!!!,157,2:00,721,中(0.0)
35,LT,,ハードコア(H),532nm,177,,645,弱(-0.5)
35,LT,,ハイブリッド(H),In The Breeze,123～142,1:41,591,弱(-0.5)
35,LT,,バカンス(H),夏色DIARY (Yu-yake Style),137,,717,弱(-0.5)
35,LT,[[版]],恋愛勇者(H),恋愛勇者,190,1:43,717,強(+0.5)
35,écl,,おしゃまポップ(H),少女と時計と恋泥棒,134,,698,弱(-0.5)
35,écl,,ガーリィハードコア(H),albedo,190,1:37,659,中(0.0)
35,écl,,ガールズポップパンク(H),ノンストップ☆イレーション,196,1:57,762,中(0.0)
35,écl,,シュガーコースターポップ(H),Sugar Coaster Girl,195,1:59,783,強(+0.5)
35,écl,,チップンディスコ(H),Norinori Coupon,128,,573,逆詐称(-1.0)
35,écl,,電波ソング(H),パ→ピ→プ→Yeah!,160,1:45,644,弱(-0.5)
35,écl,,ピースフルフラッフィー(EX),とびっきりのふわっふわ,110,,758,中(0.0)
35,うさ,,シノビシノノメ(H),シノビシノノメ,174,,669,逆詐称(-1.0)
35,うさ,[[版]],取り残された美術(Arranged:HiZuMi)(H),取り残された美術(Arranged:HiZuMi),160,,760,中(0.0)
35,うさ,,ナイト・オブ・ロンド(H),ナイト・オブ・ロンド,169,1:35,548,弱(-0.5)
35,うさ,,ヒミツダイヤル(H),ヒミツダイヤル,112,1:55,634,弱(-0.5)
35,うさ,,風鈴花火(H),風鈴花火,150,1:55,681,弱(-0.5)
35,うさ,,Chaos:Q(N),Chaos:Q,100〜402,,565,個人差(-1.5)
35,うさ,[[版]],Help me ERINNNNNN!! -VENUS mix-(H),"Help me, ERINNNNNN!! -VENUS mix-",183,2:39,889,中(0.0)
35,pe,,スイーツはとまらない♪(H),スイーツはとまらない♪,204,1:55,701,弱(-0.5)
35,pe,,追憶のアリア(H),追憶のアリア,130,,587,弱(-0.5)
35,pe,[[版]],ナマステ☆ダンシング(H),ナマステ☆ダンシング,135,,647,強(+0.5)
35,pe,,ハイパーロッケンローレ(UPPER)(N),エイプリルフールの唄,179,1:57,775,強(+0.5)
35,pe,[[版]],ホロウダンス(H),ホロウダンス,191,2:08,877,中(0.0)
35,pe,,place of the sky(H),place of the sky,115,,589,中(0.0)
35,pe,,Popperz Chronicle(UPPER)(N),Popperz Chronicle,62〜402,2:14,589,弱(-0.5)
35,pe,[[版]],*ハロー、プラネット。(H),*ハロー、プラネット。,150,1:58,682,弱(-0.5)
35,解,,イノセントバイブル(H),イノセントバイブル,105,,665,逆詐称(-1.0)
35,解,,,純真可憐デザイア(H),純真可憐デザイア,182,,756
35,解,[[版]],夏空Shining(H),夏空Shining,124,,620,中(0.0)
35,解,,ヒップロック4(UPPER)(N),路男,42～171,2:00,798,弱(-0.5)
35,UL,,,蒼氷のフラグメント(H),蒼氷のフラグメント,130,,647
35,UL,,Candy Crime Toe Shoes(N),Candy Crime Toe Shoes,72～202,,668,強(+0.5)
35,UL,,,Hibiki(H),Hibiki,195,,741
35,UL,[[版]],Hopes and Dreams/夢と希望(H),Hopes and Dreams/夢と希望,175,,713,中(0.0)
35,JF,,ハイパンク(UPPER)(N),cobalt,145～175,1:58,726,強(+0.5)
35,JF,[[版]],白龍 (Struggle)(H),白龍 (Struggle),120～165,,653,弱(-0.5)
35,JF,,ロマンシングエスケープ(H),ロマンシングエスケープ,132,,569,個人差(-1.5)
35,JF,,MAX LOVE - 鐘の音が止む前に -(H),MAX LOVE - 鐘の音が止む前に -,170,,730,詐称(+1.0)
35,HC,,[[版]],怪獣(H),怪獣,180,,555
35,HC,,,怪談スウィング(H),スペクター・チェイサー,132,,666
