Lv,序号,标记,ジャンル名(タイプ),曲名,bpm,Time,Notes,難易度
40,UL,,,パーフェクトイーター(H),パーフェクトイーター,175,,991
40,UL,[[版]],無意識のフィロソフィア(H),無意識のフィロソフィア,160,,888,中(0.0)
40,UL,,,ラブケミ(H),ラブケミ,121,,930
40,UL,,,理系ポップ(UPPER)(H),恋はどう？モロ◎波動OK☆方程式！！,128,1:54,945
40,UL,,[[版]],恋愛パクチー(EX),恋愛パクチー,122,,658
40,UL,,,Amulet of Enbarr(H),Amulet of Enbarr,160,,824
40,UL,,,HAGURUMA(H),HAGURUMA,100～174,,1001
40,UL,,,High Speed Junkie!(H),High Speed Junkie!,175～185,,846
40,UL,,,Jazz is Rad(H),Jazz is Rad,160,1:58,858
40,UL,,,Liar×Girl(H),Liar×Girl,164,1:54,859
40,UL,,mathematical good-bye(H),mathematical good-bye,182,,955,弱(-0.5)
40,UL,,,MA・TSU・RI(H),MA・TSU・RI,160,,939
40,UL,,,pastel@sweets labo(\*'v'\*)(H),pastel@sweets labo(\*'v'\*),80～210,,822
40,UL,,,speedstar[02](/難易度表/speedstar_02_h),speedstar[02],162,,870
40,UL,,[[版]],SUPER HEROINE!!(H),SUPER HEROINE!!,186,,890
40,UL,,,Sword of Vengeance(H),Sword of Vengeance,208,,964
40,UL,,,TAKE YOU AWAY(H),TAKE YOU AWAY,186,1:48,854
40,UL,,,TURBO BOOSTER(H),TURBO BOOSTER,156,,858
40,JF,,あるビー！ feat.ころねぽち(H),あるビー！ feat.ころねぽち,236,2:02,930,弱(-0.5)
40,JF,,アルファ・スカイ(H),アルファ・スカイ,140,1:58,952,強(+0.5)
40,JF,[[版]],エクスプロウル(H),エクスプロウル,164,,973,強(+0.5)
40,JF,[[版]],シャンティ(EX),シャンティ,144,1:34,696,弱(-0.5)
40,JF,,装填昇天エクソシスト(H),装填昇天エクソシスト,178,1:55,829,中(0.0)
40,JF,,轟け！恋のビーンボール！！（STARDOM Remix）(H),轟け！恋のビーンボール！！（STARDOM Remix）,145,,739,中(0.0)
40,JF,[[版]],ラグトレイン(EX),ラグトレイン,147,1:54,967,弱(-0.5)
40,JF,,乱膳の舞姫(H),乱膳の舞姫,171,1:57,893,強(+0.5)
40,JF,,astral_dismantle(H),astral_dismantle,202,,923,強(+0.5)
40,JF,,BLAKE(H),BLAKE,200,,1014,強(+0.5)
40,JF,,Rushiest Rush(H),Rushiest Rush,112～145,,829,中(0.0)
40,JF,,Tripping Jumping(H),Tripping Jumping,156,1:56,927,強(+0.5)
40,HC,,,アマノガワレイヴ(H),MILKY HIGHWAY,190,,878
40,HC,,[[版]],うっせぇわ(EX),うっせぇわ,178,,1000
40,HC,,,演説2(H),告げてみことや かのもとに,138,,925
40,HC,,[[版]],踊(EX),踊,128,,830
40,HC,,[[版]],怪獣の花唄(EX),怪獣の花唄,150,,911
40,HC,,,空想ファンタジーシリーズ(H),眠りの国のステラ,193,,942
40,HC,,,グリッチダブステップ(H),Necroxis Girl,150,,908
40,HC,,,コロコロック(H),心転々,201,,956
40,HC,,,ハードダンス(H),Monkey Business,80～160,,816
40,CS2,,,ファニー(EX),PULSE,130,,651
40,CS2,,J-ガラージポップ(EX),Miracle Moon(お月さまが中継局),128,1:43,778,中(0.0)
40,CS3,,ドリーミー(EX),penguin,143,,756,弱(-0.5)
40,CS8,,ケシゴム(H),School Life,77～155,2:01,761,強(+0.5)
40,CS10,,クラシック10(H),Doll's sight,50～200,2:01,620,強(+0.5)
40,CS11,,カウボーイ(H),Blue River,134,1:59,848,弱(-0.5)
40,CS12,,フォレストスノウ(H),月雪に舞う花のように,70～125,2:19,874,中(0.0)
40,CS12,,プリティ雅(H),突確全回転！,196,1:41,768,中(0.0)
40,CSBest,,エレクトロ(EX),Invisible Lover,145,1:59,830,強(+0.5)
40,PMP,,,グリーニング(H),Greening,146,2:04,824
40,PMP,,シンパシー4(EX),Cloudy Skies,149,1:52,937,中(0.0)
40,ee,,ジャパメタ(H),Craze for You,166～333,1:47,783,個人差(-1.5)
40,ee,,ビートロック(H),memories,187,2:00,928,中(0.0)
40,ee,,プログレッシブ(H),The Least 100sec,200～263,1:42,675,個人差(-1.5)
40,ee,,ミクスチャー(H),VOIDDD,135,1:41,633,弱(-0.5)
40,ee,,メロパンク2(H),lime-light,180,1:41,784,中(0.0)
40,ee2,,イーラップ2(H),Pinky Nick,169～189,1:45,682,弱(-0.5)
40,ee2,,昭和初期カヨウ(H),悪アガキ,200,1:44,776,弱(-0.5)
40,ee2,,ションボリ(H),純勉夏,206,1:39,812,強(+0.5)
40,ee2,,ディスコアゴーゴー(EX),Dance the night away,125,1:38,711,中(0.0)
40,ee2,,ハイパーJロック(H),brave!,180,1:38,814,強(+0.5)
40,ee2,,ラブポップ(EX),大好きだよ,106,1:55,815,中(0.0)
40,ee2,,ロッテルダムテクノ(H),rottel-da-sun,199,1:30,692,中(0.0)
40,ee2,,J-ロック(H),Romance,206,1:57,954,強(+0.5)
41,3,,ラブリー(EX),8月のサヨナラ,108,1:31,710,弱(-0.661±0.6)
41,4,,ヴィジュアル2(EX),Cry Out,184,1:48,685,強(+0.443±0.5)
41,7,,グラムロック(EX),スペースキッス,100,2:07,811,弱(-0.645±0.6)
41,7,,スペシャルエンディング2(H),Ending theme of pop'n music6,172,1:39,718,中(-0.239±0.5)
41,7,,バリトランス(EX),Denpasar,135,1:41,725,中(-0.261±0.7)
41,9,,,俺ポップ(EX),垂直OK!,130,1:39,722
41,9,,ガールズロック(H),☆shining☆,185,1:47,860,強(+0.415±0.4)
41,9,,ショウワカヨウREMIX(H),林檎と蜂蜜(美味しさ倍増MIX),260,1:50,807,強(+0.442±0.6)
41,9,,プライド(EX),掌(てのひら)の革命,132,1:43,685,弱(-0.748±0.5)
41,10,,アンセムトランス(H),Votum stellarum,136～147,2:06,872,強(+0.689±0.6)
41,10,,エレジィ(H),幸せを謳う詩,167～210,2:01,819,中(+0.384±0.5)
41,10,,ガバ(H),disable dA STACK,185,1:49,929,中(+0.329±0.6)
41,10,,カリビアンビーツ(EX),SUMMER TIME,100,1:48,999,中(+0.282±0.8)
41,10,,コアグルーヴ(EX),THE PLACE TO BE,222,1:58,996,強(+0.463±0.4)
41,11,,ナニワヒーロー(H),でんがな マンガナ,152,1:39,767,強(+0.502)
41,11,,UKヒットチャート(H),MY GIFTS,185,2:02,1000,中(+0.112±0.5)
41,12,,ヴィヴァーチェ(EX),Citta'del sole,140,1:46,832,強(+0.697±0.5)
41,12,,流星RAVE(H),流星☆ハニー,148,2:01,941,強(+0.478±0.5)
41,13,,カイゾク(H),KING of the SEA,160,2:06,949,強(+0.920±0.4)
41,13,,クイズマジックアカデミー(EX),マジックアカデミー組曲,75～170,2:02,922,強(+0.779±0.4)
41,13,,デスボサ(H),SUN/光線,155,1:59,1064,強(+0.449±0.5)
41,13,,デンキマツリ(EX),ポップン電気CMソング,90～160,1:56,888,弱(-0.782±0.5)
41,13,,ハッピーJヴォーグ(EX),Spring Comes Around,124,2:02,819,中(-0.052±0.6)
41,13,,レーシング(H),violently car,170～300,1:58,818,強(+0.920±0.4)
41,13,[[版]],GET WILD(EX),GET WILD,150,1:58,899,強(+0.613±0.4)
41,14,,エレディスコ(EX),電気ダンス,151,1:54,974,中(+0.208±0.5)
41,14,,ケンカドラム(H),BBLLAASSTT!!,320,1:39,811,強(+0.696±0.4)
41,14,,太極拳(H),個胃Ｘ光,85～137,1:48,666,強(+0.509±0.4)
41,14,,ハイスピードラブソング(EX),High School Love,180,1:55,1105,中(-0.312±0.5)
41,14,,ブルガリアンリズム(H),Deep Magenta,204,1:47,850,中(+0.384±0.4)
41,14,,ヘヴン(EX),ヴォイス,89～104,2:06,979,中(-0.327±0.6)
41,14,,保健ラップ(EX),DOLLAR DOLLAR,146～150,1:58,896,中(-0.092±0.6)
41,14,,ポップデスコ(H),popdod,145,2:09,863,強(+0.590±0.5)
41,14,,レイジャズ(EX),NIGHT FEVER,145,1:55,905,中(+0.312)
41,15,,アドベンチャー(EX),ポップン大冒険メドレー,125～153,2:03,1022,中(-0.239±0.6)
41,15,,アンセムトランスREMIX(H),Votum stellarum -forest #25 RMX-,140,2:12,799,弱(-0.556±0.6)
41,15,,エンシャントユーロ(H),In The Ruins,156,1:50,794,強(+0.802±0.3)
41,15,,クリオネテクノ(EX),CLIO,138,1:47,838,強(+0.896±0.4)
41,15,,ラウドミクスチャー＆ラガ(H),Soul On Fire,182,2:04,1029,中(-0.177±0.4)
41,15,,IDM(H),ZETA～素数の世界と超越者～,90～180,2:05,937,中(+0.242±0.4)
41,16,,グロッソラリア(H),万物快楽理論,110～135,2:07,920,中(+0.359)
41,16,,チップポップ(EX),EFFECT,138,2:00,990,中(+0.227±0.4)
41,16,,ネガメロック(H),繚乱ヒットチャート,192,2:00,1097,中(+0.329±0.6)
41,16,,バイキング(H),バイキングマン,100～133,1:58,926,強(+0.883±0.4)
41,16,,ビート4ディービー(EX),無限軌道ゲームミックス,138～143,2:10,1141,中(+0.281±0.4)
41,16,,ヒップロックREMIX(H),大見解の新見解,142～170,2:00,1013,弱(-0.685±0.5)
41,16,,PSGブレイクコア(H),CHIP'N RIDDIM,200,1:55,777,中(+0.369±0.6)
41,17,,エレジィ2(H),この子の七つのお祝いに,161,1:43,904,中(+0.259±0.5)
41,17,,オキナワッシヴ(EX),西表島琉球曲,147～179,1:41,781,強(+0.714±0.5)
41,17,,ハンズアップ(H),Second Heaven,149,2:00,807,中(-0.058)
41,17,,流星RAVE REMIX(H),流星☆ハニー Perforation Mix,148,2:01,894,中(+0.369)
41,17,,ルナティックリール(H),moon dance,124,1:59,871,中(+0.120)
41,18,,サイコビリー(H),辞世テンプレート,220,2:03,1013,中(+0.072±0.6)
41,18,,戦乱絵巻(H),西軍‖∴⊂SEKIGAHARA⊃∴‖東軍,120～210,2:08,841,強(+0.802±0.4)
41,18,,ふること(H),序,175～195,2:11,984,強(+0.665±0.4)
41,19,,悪魔城ドラキュラSLOT2(H),緋月の狂想曲,135,1:48,883,強(+0.789±0.3)
41,19,,アジアン(EX),Beyond the Ocean,123,1:55,908,中(-0.325±0.8)
41,19,,アニマルミニマル(H),The Zoo Zone,160,1:46,860,強(+0.571±0.4)
41,19,,アンティーク(EX),時守唄,120,1:56,856,弱(-0.910±0.5)
41,19,,サイバーメタル(H),断罪プラズマ,250,1:47,871,中(-0.125±0.5)
41,19,[[版]],じょいふる(EX),じょいふる,159,1:41,1032,強(+0.697±0.4)
41,19,,ハイパードラマティック(H),薔薇は永遠に美しく,160,1:45,863,強(+0.584±0.4)
41,19,,ピアノコンテンポラリー(H),Macuilxochitl,148,1:50,881,強(+0.747±0.4)
41,19,,モダンスカ(EX),夢について TYPE A,156,1:32,763,弱(-0.934±0.4)
41,19,,ラボテクノ(H),左脳スパーク,192,1:47,950,強(+0.452±0.6)
41,19,,ルイナススピリチュアル(H),Remain,150,2:00,774,強(+0.870±0.4)
41,20,,アッパーポップ(EX),How Low,180,1:41,992,中(+0.068±0.4)
41,20,,ヴァルキリーブレイクス(H),Celsus,165,2:01,1010,弱(-0.828±0.5)
41,20,,くりむ童話(EX),いきもの失格,113,1:42,870,強(+0.525±0.7)
41,20,,スターリートランス(H),Southern Cross,155,1:51,812,強(+0.671±0.4)
41,20,,ソーサリープログレッシヴ(H),Shining Wizard,158,1:53,856,中(+0.184±0.6)
41,20,,ダンスホールレゲエ(EX),BOOM BOOM PIRATES,150,1:50,898,中(+0.213±0.5)
41,20,,バブリーディスコ(EX),Bubbly Time,138,1:43,872,中(-0.260±0.4)
41,20,,フェージングポップ(EX),Intersection,133,1:59,974,弱(-0.645±0.4)
41,20,,ポップンポップ(EX),Like a pop'n music,176,1:52,1024,強(+0.438±0.6)
41,20,,マジックパス(EX),ひみつの言葉,132～154,1:48,794,中(+0.335±0.4)
41,20,,ロービットサンプリング(H),HEAT-BIT-HIT-BEAT,180,1:59,946,中(-0.057±0.6)
41,SP,,エピックプログレ(H),量子の海のリントヴルム,280,1:48,854,中(+0.314±0.5)
41,SP,,シーソーファンタジー(EX),She saw a miracle,180,1:45,973,弱(-0.489±0.6)
41,SP,,スウィートロニカ(EX),晴天Bon Voyage,230,1:52,955,中(-0.211±0.5)
41,SP,,スティールクロニクル(EX),Dawn of departure,180,1:52,960,強(+0.772±0.4)
41,SP,,スロープカーニバル(EX),滑り台のマーチ,162,1:51,1023,弱(-0.801±0.5)
41,SP,,天空ワルツ(EX),わたぐものおなか,165,1:55,870,弱(-0.743±0.5)
41,SP,,ナイトメアメタル(H),背徳と邪悪のエピタフ,80～190,,806,強(+0.853±0.4)
41,SP,,文学少女ロック(EX),虚空と光明のディスクール,140,2:05,1081,強(+0.525±0.5)
41,SP,,ベースボールヒロイン(H),轟け！恋のビーンボール！！,180,,933,中(+0.135±0.5)
41,SP,,ポップミュージック(H),うた,220,1:59,972,強(+0.660±0.5)
41,SP,,桃ヴィジュアル2(EX),魂ノ華,205,1:55,984,中(-0.125±0.4)
41,SP,,ヨーロピアンブレイクコア(H),Les Vague,100～180,2:02,894,中(-0.125±0.6)
41,LT,,一閃(H),彼女は快刀乱麻,169,,925,弱(-0.531±0.5)
41,LT,,エピックテクノ(H),龍と少女とデコヒーレンス,165,,834,中(+0.280±0.4)
41,LT,,エレガントワルツ(EX),麗しきエトワールアンジュ,200,,923,弱(-0.745±0.6)
41,LT,,ガールミーツガール(EX),ミライプリズム(collaboration ver.),140,,958,中(+0.393±0.7)
41,LT,,カレッジポップ2(EX),ベルガモット組曲,182,,889,中(+0.126±0.5)
41,LT,,クリスタルポップ(EX),illumina,187,,909,中(+0.302±0.6)
41,LT,,クロノトロニカ(EX),時空学者とブルーメン,103,,855,強(+0.872±0.3)
41,LT,,獄ロック(H),地の記 獄編,174,,888,強(+0.718±0.5)
41,LT,,ジャズホリック(H),NINE PIECE,140～168,,853,中(+0.322±0.4)
41,LT,,シュヴァルツァー(H),Versa,90～180,,958,強(+0.650)
41,LT,,タービュランス(H),Dimension Gale,155,,845,強(+0.556)
41,LT,,ちびっこアイドル2(EX),じゃんぴょん☆まじっく,194,,1018,中(-0.396±0.5)
41,LT,,ニューポストリュード(EX),Anelis,180,,1024,中(-0.193±0.6)
41,LT,,パニックコア(H),Hatcha Metcha Party,200,,950,中(-0.115±0.6)
41,LT,,フォレストハウル(H),Habits,162,,827,中(+0.196)
41,LT,[[版]],ロストワンの号哭(EX),ロストワンの号哭,162,1:55,1006,中(-0.219±0.5)
41,LT,[[版]],J-スピードメタル(H),バンブーソード・ガール,208,1:50,882,中(+0.264±0.5)
41,écl,,アシッドギャル(EX),完全無欠の無重力ダイブ,122,,1030,中(+0.264±0.5)
41,écl,,ウィザウチュホーリーナイ(EX),Thank You Merry Christmas,220,1:54,905,強(+0.619±0.6)
41,écl,,エンドレスサマー(EX),"Good bye, Summer～さよならは言わない～",165,,930,中(-0.115±0.6)
41,écl,,オカルテイションヴィジュアル(H),造花の貌,200,,886,弱(-0.431±0.5)
41,écl,,おしゃまポップ(EX),少女と時計と恋泥棒,134,,989,弱(-0.769±0.4)
41,écl,,サイファイプログレッシヴ(H),賢聖シリウスの采配,160～280,,903,強(+0.737)
41,écl,,チックタックモンド(EX),Rat-Ta-Tat-Tart,45～113,1:47,755,弱(-0.738±0.4)
41,écl,,チップンディスコ(EX),Norinori Coupon,128,,882,弱(-0.556±0.4)
41,écl,,超進化系原始的伝統音楽(H),現代のヘイヨエ祭り,155,,1050,中(+0.212±0.4)
41,écl,,ディバインプログレッシヴ(H),デュスノミア,143,,845,強(+0.849±0.4)
41,écl,,デジクロック(H),ACCELERATION,175,,868,弱(-0.665±0.4)
41,écl,,バガボンド(H),流離,168,,969,強(+0.440±0.5)
41,écl,,ハッピーエモ(H),asteer,205,,963,中(+0.212±0.6)
41,écl,,ピアノオルタナティブ(H),On top of the world,280,1:57,1012,弱(-0.975±0.3)
41,écl,,ヒーリングフォルクローレ(EX),Geocentrism,150,,857,中(-0.338±0.5)
41,écl,,ファンシースキップ(EX),よりみち♥みすてりあっ,110,,874,中(+0.033±0.7)
41,écl,,フェアリージグ(EX),魔法の木の実,134,,859,弱(-0.737±0.7)
41,écl,,ブチアゲレイヴ(H),HADROS GALE,168,,900,強(+0.532±0.4)
41,écl,,都ほっぷ(EX),はんなり京小町,108,,882,中(-0.158±0.6)
41,うさ,,哀彩(H),哀彩,194,1:48,869,中(+0.347±0.4)
41,うさ,,銃弾は解を撃ち抜いて(H),銃弾は解を撃ち抜いて,171,2:03,991,弱(-0.462±0.5)
41,うさ,,ダイブドライブ(EX),ダイブドライブ,180,2:00,1120,強(+0.598±0.4)
41,うさ,[[版]],ほおずき程度には赤い頭髪(H),ほおずき程度には赤い頭髪,174,1:58,964,強(+0.645±0.5)
41,うさ,,霖が哭く(H),霖が哭く,154,1:50,866,詐称(+1.003±0.3)
41,うさ,,GOLDEN CROSS(H),GOLDEN CROSS,150,1:56,941,中(+0.010±0.2)
41,うさ,,good night ，mommy(H),"good night , mommy",182,2:01,864,中(+0.389±0.4)
41,うさ,,La Lumiere(H),La Lumiere,175,1:49,740,弱(-0.758±0.5)
41,うさ,,LEAD Gravity(M)(H),LEAD Gravity(M),188,1:48,867,強(+0.414±0.5)
41,うさ,,LOTUS(H),LOTUS,160,2:03,862,弱(-0.564±0.6)
41,うさ,,Mychronicle(H),Mychronicle,170,1:53,885,逆詐称(-1.082±0.3)
41,うさ,,Pacify(H),Pacify,175,2:02,950,強(+0.825±0.4)
41,うさ,[[版]],Secret Answer(EX),Secret Answer,140,1:54,868,弱(-0.676±0.7)
41,うさ,,the Chameleon(H),the Chameleon,93～126,1:59,866,強(+0.950±0.3)
41,うさ,,The last of world music(H),The last of world music,255,2:04,852,中(-0.124±0.6)
41,うさ,,TRUTH behind U(H),TRUTH behind U,121,1:49,806,弱(-0.696±0.3)
41,うさ,[[版]],Twin memories W(EX),Twin memories W,160,2:07,1099,強(+0.772±0.4)
41,うさ,,virtual killer(H),virtual killer,170,1:54,854,強(+0.645±0.6)
41,うさ,,XROSS INFECTION(H),XROSS INFECTION,194,1:55,943,中(-0.392±0.5)
41,pe,,狂水一華(H),狂水一華,160,,930,中(-0.168±0.6)
41,pe,,さよならのうた(EX),さよならのうた,120,2:30,1057,弱(-0.403±0.5)
41,pe,,翠雨の祷(H),翠雨の祷,197,1:58,891,中(-0.069±0.4)
41,pe,[[版]],千本桜(EX),千本桜,154,2:01,1000,強(+0.566±0.7)
41,pe,,追憶のアリア(EX),追憶のアリア,130,,873,弱(-0.262±0.7)
41,pe,,ハイパージャパネスク(UPPER)(H),夢幻ノ光,171,1:50,794,弱(-0.804±0.7)
41,pe,,バトルダンス(UPPER)(H),シャムシールの舞,100～155,1:52,897,強(+0.791±0.6)
41,pe,,花は折りたし梢は高し(EX),花は折りたし梢は高し,215,,833,弱(-0.625±0.4)
41,pe,[[版]],ヒッチコック(EX),ヒッチコック,170,2:00,954,中(-0.296±0.5)
41,pe,,ふること(UPPER)(H),序,175〜195,2:11,1023,中(+0.264±0.4)
41,pe,,マッシュルームナイト(H),マッシュルームナイト,220,,822,強(+0.435)
41,pe,[[版]],ロキ(EX),ロキ,150,1:44,898,弱(-0.647±0.6)
41,pe,,Afterimage d'automne(H),Afterimage d'automne,232,2:00,962,強(+0.557±0.5)
41,pe,,BLAZE∞BREEZE(H),BLAZE∞BREEZE,175,2:00,947,強(+0.786±0.5)
41,pe,,cucumis melo(H),cucumis melo,96～192,2:02,978,中(+0.119±0.4)
41,pe,,Dracophobia(H),Dracophobia,108～178,,904,弱(-0.5)
41,pe,,Festum Duodecimum!(H),Festum Duodecimum!,70～200,1:56,771,弱(-0.417±0.6)
41,pe,[[版]],Floccinaucinihilipilification(H),Floccinaucinihilipilification,200,,882,中(+0.247)
41,pe,,Gray clouds(H),Gray clouds,150,,875,強(+0.497±0.5)
41,pe,,High Gravity(H),High Gravity,170,1:50,827,弱(-0.677±0.4)
41,pe,,Invisible Farewell(H),Invisible Farewell,138～234,2:05,930,中(-0.129±0.4)
41,pe,,Jetcoaster Windy(H),Jetcoaster Windy,268,,897,詐称(+1.0)
41,pe,,Mirage Age(H),Mirage Age,154,2:00,877,中(+0.112±0.4)
41,pe,,SDVX REMIX SELECTION for pop'n music vol.01(H),[SDVX REMIX SELECTION for pop'n music vol.01],165,2:33,1008,中(+0.076±0.3)
41,解,,ウソツキ横丁は雨模様(H),ウソツキ横丁は雨模様,220,,854,中(+0.304±0.4)
41,解,,エモクトロ(UPPER)(H),少年リップルズ,210,1:49,1009,弱(-0.5)
41,解,,黒き螺旋のクレイドル(H),黒き螺旋のクレイドル,190,,963,中(-0.125±0.5)
41,解,[[版]],青春Dreamers ～Tomorrow is another day～(EX),青春Dreamers ～Tomorrow is another day～,181,,922,中(0.0)
41,解,,天ぷらイントロドン！！(H),天ぷらイントロドン！！,180,,982,強(+0.5)
41,解,,,天和無双(H),天和無双,180,,956
41,解,,嘆きの樹 (BEMANI SYMPHONY Arr.)(H),嘆きの樹 (BEMANI SYMPHONY Arr.),61～156,,845,中(0.0)
41,解,,超中華流行歌曲(UPPER)(H),桃花恋情,185,2:01,964,弱(-0.5)
41,解,[[版]],春を告げる(EX),春を告げる,120,,868,中(+0.358±0.4)
41,解,,表裏一体！？怪盗いいんちょの悩み♥(H),表裏一体！？怪盗いいんちょの悩み♥,165,,960,弱(-0.5)
41,解,,魔法のかくれんぼ(H),魔法のかくれんぼ,178～208,,871,個人差(-1.5)
41,解,,ミサコの告白(みーつけたっ♥)(H),ミサコの告白(みーつけたっ♥),215,,971,中(0.0)
41,解,,Aftermath(H),Aftermath,200,,952,強(+0.5)
41,解,,Amabie(H),Amabie,168,,889,中(+0.021±0.4)
41,解,,Bolide(H),Bolide,130,,795,個人差(-1.5)
41,解,,Bossa Gabba(H),Bossa Gabba,200,,902,強(+0.5)
41,解,,,Danza Pantera(H),Danza Pantera,150,,1017
41,解,[[版]],Into My Hell～魔界へようこそ♡～(EX),Into My Hell～魔界へようこそ♡～,190,,774,中(+0.068±0.7)
41,解,,LIKE A VAMPIRE(H),LIKE A VAMPIRE,276,,922,強(+0.5)
41,解,,paparazzi(H),paparazzi,280,,815,個人差(-1.5)
41,解,,Slime Molds(H),Slime Molds,170,,866,中(0.0)
41,解,,Symphonic Tear(H),Symphonic Tear,150,,916,中(0.0)
41,UL,[[版]],神っぽいな(EX),神っぽいな,142,,833,弱(-0.5)
41,UL,,,キリステゴメン(UPPER)(H),キリステゴメン,156,1:57,1005
41,UL,,,ただ、それだけの理由で(H),ただ、それだけの理由で,134,1:42,813
41,UL,,,遊戯大熊猫(H),遊戯大熊猫,145,1:51,898
41,UL,,[[版]],弾幕信仰(H),弾幕信仰,170,,922
41,UL,,,ノープラン・デイズ(H),ノープラン・デイズ,210,,903
41,UL,[[版]],ミックスナッツ(EX),ミックスナッツ,150,,828,中(0.0)
41,UL,,,斑咲花(H),斑咲花,134～201,,939
41,UL,,,めうめうぺったんたん！！ (ZAQUVA Remix)(H),めうめうぺったんたん！！ (ZAQUVA Remix),200,,1017
41,UL,,,萌えおこしストラテジー(UPPER)(H),地方創生☆チクワクティクス,170,1:40,907
41,UL,,,ユメブキ(H),ユメブキ,200,,840
41,UL,,,輪廻の鴉(H),輪廻の鴉,198,,943
41,UL,,,Dragon Blade -The Arrange-(H),Dragon Blade -The Arrange-,130,2:03,895
41,UL,[[版]],Empty Backdoor(H),Empty Backdoor,169,,852,中(0.0)
41,UL,,,encounter(H),encounter,190,2:03,945
41,UL,,,Knockin' on Red Button(H),Knockin' on Red Button,210,2:05,978
41,UL,,,REFLEXES MANIPULATION(H),REFLEXES MANIPULATION,130,1:59,898
41,UL,,,Shout It Out(H),Shout It Out,205,,951
41,UL,,,Τέλος(H),Τέλος,202,,899
41,UL,,,TYPHØN(H),TYPHØN,225,,1009
41,UL,,,unisonote(H),unisonote,168,,1018
41,UL,,,UROBOROS OVERDIVE(H),UROBOROS OVERDIVE,160,2:04,979
41,JF,[[版]],おくすり飲んで寝よう(EX),おくすり飲んで寝よう,130,2:00,883,強(+0.5)
41,JF,,黒紅掬い(EX),黒紅掬い,104,2:00,950,中(0.0)
41,JF,,ハイパンク(UPPER)(H),cobalt,145～175,1:58,1005,中(0.0)
41,JF,,ロマンシングエスケープ(EX),ロマンシングエスケープ,132,,890,強(+0.5)
41,JF,,Amazing Bomberman(H),Amazing Bomberman,175,,803,中(0.0)
41,JF,,ANEMONE(EX),ANEMONE,174,1:57,902,弱(-0.5)
41,JF,,DOKIDOKI☆シューティングスター(H),DOKIDOKI☆シューティングスター,192,,885,強(+0.5)
41,JF,,Flower-Band ver.-(H),Flower-Band ver.-,173,,902,弱(-0.5)
41,JF,,High & Low(H),High & Low,210,,954,強(+0.5)
41,JF,,Hypernova(EX),Hypernova,160,2:04,994,弱(-0.5)
41,JF,,Levitation Minneapolis(H),Levitation Minneapolis,145,2:10,1021,詐称(+1.0)
41,JF,,NUスタイルロカビリー(UPPER)(H),Electronic or Treat!,190,1:42,815,個人差(-1.5)
41,JF,,storia(H),storia,205,2:08,860,詐称(+1.0)
41,JF,,Yuni's Nocturnal Days(H),Yuni's Nocturnal Days,153,1:57,811,強(+0.5)
41,HC,,[[版]],インフェルノ(EX),インフェルノ,185,,843
41,HC,,,ウインドシャッフル(H),ÜBER BLANKENESE,270,,864
41,HC,,[[版]],かわいいだけじゃだめですか？(EX),かわいいだけじゃだめですか？,172,,968
41,HC,,[[版]],可愛くてごめん(EX),可愛くてごめん,160,,962
41,HC,,,丼ベース(H),Deep tenDon Reflex,180,,934
41,HC,,[[版]],ビビデバ(EX),ビビデバ,120,,932
41,HC,,,プロジェクトジルコン(EX),Signs and Wonders,98,,856
41,HC,,,ユーロビート(H),Daisuke,156,,846
41,HC,,,ラストアーツ(H),刃図羅,165,,982
41,HC,,[[版]],BOW AND ARROW(EX),BOW AND ARROW,180,,824
41,HC,,[[版]],BRIGHTEST STARS!!(EX),BRIGHTEST STARS!!,144,,1022
41,HC,,[[版]],FUSIONIC STARS!!(EX),FUSIONIC STARS!!,200,,1025
41,CS1,,クラシック(H),Chaos Age,135,1:58,425,中(-0.014±0.7)
41,CS1,,テクノ'80(EX),Water Melon Woman,115,1:52,878,中(+0.242±0.5)
41,CS2,,アキバ(EX),E.C.M.,144,1:33,542,弱(-0.601±0.6)
41,CS5,,ハート(EX),Pink Rose,132～146,1:54,811,弱(-0.564±0.5)
41,CS7,,モード(EX),お天気とチョコレート,140,1:56,852,弱(-0.5)
41,CS7,,モダン'80(EX),翔べない天使,145,1:43,961,中(+0.106±0.7)
41,CS10,,コンテンポラリーネイション(H),BEYOND THE EARTH,140,2:17,960,中(+0.239±0.6)
41,CS11,,コンテンポラリーネイション2(H),サヨナラ・ヘヴン,111,2:03,954,中(+0.068±0.5)
41,CS12,,ビジュアル艶歌(EX),月影華(TSUKI-KAGE-BANA),152,1:56,915,中(+0.259±0.7)
41,CS13,,にゃんこジャズ(EX),にゃんだふる55 marble version,245,2:01,868,強(+0.608±0.7)
41,CS12,,昭和怪奇譚(EX),鹿鳴館の怪人,180～190,1:51,942,中(+0.086±0.5)
41,CS13,,幻想水滸伝V(EX),女王騎士,95,2:13,922,弱(-0.772±0.4)
41,CS14,,ネイチャー(EX),forest song,91,1:42,792,中(-0.395±0.5)
41,PMP,,ポータブルポップ(H),Ensamble Forecast 3/28,212,1:54,892,中(-0.152±0.5)
41,PMP2,,ネバーデッド(EX),Pharaoh★Love,124,,922,弱(-0.5)
41,ee,,カレッジポップ(EX),ペパーミントは私の敵,162～170,1:46,835,弱(-0.530±0.4)
41,ee,,ジャズワルツ(EX),CLOUD,180,1:57,909,中(-0.164±0.4)
